i	ID	dateofDecision	senateNumber	chamberNumberCitation	chamberNumberText	judgesFromText_raw	judgesFromText	judgesFromCitation	link
604	604	2BvR1140/00	14.08.2001	2	4	4	 die Richterin Präsidentin Limbach die Richter Jentsch Di Fabio  	Limbach, Jentsch, Di Fabio	Limbach, Jentsch, DiFabio	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2001/08/rk20010814_2bvr114000.html;jsessionid=1A5C7763B55372D9DB010EBEA075CD89.2_cid361
605	605	2BvC17/99	22.01.2001	2	NA	NA	 Präsidentin Limbach Sommer Jentsch Hassemer Broß Osterloh Di Fabio  	Limbach, Sommer, Jentsch, Hassemer, Broß, Osterloh, Di Fabio	Limbach, Sommer, Jentsch, Hassemer, Broß, Osterloh, DiFabio	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2001/01/cs20010122_2bvc001799.html;jsessionid=12F29128D76CFE22CC9E20114E5C6649.2_cid394
606	606	1BvR271/05	20.12.2006	1	2	2	 die Richter Bryde Eichberger Schluckebier  	Bryde, Eichberger, Schluckebier	Bryde, Eichberger, Schluckebier	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2006/12/rk20061220_1bvr027105.html;jsessionid=C1230190A0535FAEE5932F6D9DC6E70A.2_cid394
607	607	2BvH2/92	20.01.1998	2	NA	NA	 Präsidentin Limbach Graßhof Kruis Kirchhof Winter Sommer Jentsch Hassemer  	Limbach, Graßhof, Kruis, Kirchhof, Winter, Sommer, Jentsch, Hassemer	Limbach, Graßhof, Kruis, Kirchhof, Winter, Sommer, Jentsch, Hassemer, 	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1998/01/hs19980120_2bvh000292.html;jsessionid=42C060C44CA609CAF1327AAF2C061D84.2_cid394
608	608	2BvR54/04	03.03.2004	2	1	1	 die Richter Broß Di Fabio die Richterin Osterloh  	Broß, Di Fabio, Osterloh	Broß, DiFabio, Osterloh	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2004/03/rk20040303_2bvr005404.html;jsessionid=DCDDC4801AA81DD5B61D5B6250672406.2_cid361
609	609	1BvR1991/09	26.04.2010	1	2	2	 die Richterin Hohmann-Dennhardt die Richter Gaier Paulus  	Hohmann-Dennhardt, Gaier, Paulus	Hohmann-Dennhardt, Gaier, Paulus	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/04/rk20100426_1bvr199109.html;jsessionid=6331FCEC6F88730CCDF067D8ADDCA440.2_cid394
610	610	2BvR2558/14	28.07.2015	2	2	2	 den Richter Landau   die Richterinnen Kessal-Wulf   König  	Landau, Kessal-Wulf, König	Landau, Kessal-Wulf, König	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2015/07/rk20150728_2bvr255814.html;jsessionid=0929DBFDD3093194B9335B3FC88A49EF.2_cid393
611	611	2BvR1899/04	26.01.2005	2	1	NA	 die Richter Broß Di Fabio die Richterin Lübbe-Wolff  	Broß, Di Fabio, Lübbe-Wolff	Broß, DiFabio, Lübbe-Wolff, 	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2005/01/rk20050126_2bvr189904.html;jsessionid=4017AEF74D2121EF3C7F536A017EA1F4.2_cid361
612	612	2BvR1286/08	26.08.2008	2	1	1	 den Vizepräsidenten Voßkuhle die Richterin Osterloh den Richter Mellinghoff  	Voßkuhle, Osterloh, Mellinghoff	Voßkuhle, Osterloh, Mellinghoff	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2008/08/rk20080826_2bvr128608.html;jsessionid=E39EF4C2D8EA6E5707E05FAAFD52A116.2_cid370
613	613	1BvR2532/07	13.12.2007	1	3	3	 den Präsidenten Papier die Richter Gaier Kirchhof  	Papier, Gaier, Kirchhof	Papier, Gaier, Kirchhof	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2007/12/rk20071213_1bvr253207.html;jsessionid=385A9EBB205F4400F16CA4F0CE245507.2_cid392
614	614	2BvC13/99	09.10.2000	2	NA	NA	 Präsidentin Limbach Sommer Jentsch Hassemer Broß Osterloh Di Fabio  	Limbach, Sommer, Jentsch, Hassemer, Broß, Osterloh, Di Fabio	Limbach, Sommer, Jentsch, Hassemer, Broß, Osterloh, DiFabio	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2000/10/cs20001009_2bvc001399.html;jsessionid=E72245B03ED57D57470D6D5BCC75C8CF.2_cid361
615	615	1BvR125/07	09.02.2007	1	1	1	 den Präsidenten Papier die Richterin Hohmann-Dennhardt den Richter Hoffmann-Riem  	Papier, Hohmann-Dennhardt, Hoffmann-Riem	Papier, Hohmann-Dennhardt, Hoffmann-Riem	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2007/02/rk20070209_1bvr012507.html;jsessionid=CE96EF98C28D5D5798D263D4673DCDA4.2_cid370
616	616	1BvR429/11	14.06.2011	1	3	3	 den Vizepräsidenten Kirchhof den Richter Schluckebier die Richterin Baer  	Kirchhof, Schluckebier, Baer	Kirchhof, Schluckebier, Baer	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2011/06/rk20110614_1bvr042911.html;jsessionid=F59D0307D760635D47E7290396324DC4.2_cid361
617	617	1BvR3069/06	17.03.2008	1	2	2	 die Richterin Hohmann-Dennhardt die Richter Gaier Kirchhof  	Hohmann-Dennhardt, Gaier, Kirchhof	Hohmann-Dennhardt, Gaier, Kirchhof	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2008/03/rk20080317_1bvr306906.html;jsessionid=9302B7D26FC18AF60523567A9FEC5F58.2_cid361
618	618	1BvR601/13	01.07.2014	1	NA	3	 den Vizepräsidenten Kirchhof   den Richter Masing   die Richterin Baer  	Kirchhof, Masing, Baer	Kirchhof, Masing, Baer	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2014/07/rk20140701_1bvr060113.html;jsessionid=4FA019582FCF63044E35126638C295C2.2_cid361
619	619	1BvR2402/97	14.03.2001	1	1	1	 den Vizepräsidenten Papier die Richter Steiner Hoffmann-Riem  	Papier, Steiner, Hoffmann-Riem	Papier, Steiner, Hoffmann-Riem	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2001/03/rk20010314_1bvr240297.html;jsessionid=C394406C79184F322E857672D87BC46E.2_cid370
620	620	1BvR1104/921BvR1086/99	25.04.2001	1	1	1	 den Vizepräsidenten Papier die Richter Steiner Hoffmann-Riem  	Papier, Steiner, Hoffmann-Riem	Papier, Steiner, Hoffmann-Riem	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2001/04/rk20010425_1bvr110492.html;jsessionid=499D332FDC8EE3F3952A98ED2BA556EC.2_cid393
621	621	2BvQ4/99	11.03.1999	2	3	3	 Präsidentin Limbach die Richter Kirchhof Jentsch  	Limbach, Kirchhof, Jentsch	Limbach, Kirchhof, Jentsch	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1999/03/qk19990311_2bvq000499.html;jsessionid=12DFCDD3307807381468EEF66D9473CF.2_cid383
622	622	1BvR1632/10	23.08.2010	1	2	2	 die Richterin Hohmann-Dennhardt die Richter Gaier Paulus  	Hohmann-Dennhardt, Gaier, Paulus	Hohmann-Dennhardt, Gaier, Paulus	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/08/rk20100823_1bvr163210.html;jsessionid=548B5F2EECDE91B2B75576D89CD5BE75.2_cid392
623	623	1BvR99/11Vz1/15	08.12.2015	NA	NA	NA	 durch die Richter Landau   Schluckebier   Paulus   Maidowski  	Landau, Schluckebier, Paulus, Maidowski	Landau, Schluckebier, Paulus, Maidowski	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2015/12/vb20151208_vz000115.html;jsessionid=C95CB424CE4C0BAD18B943448E3D3FDD.2_cid393
624	624	1BvR285/01	31.08.2004	1	3	NA	 den Präsidenten Papier den Richter Steiner die Richterin Hohmann-Dennhardt  	Papier, Steiner, Hohmann-Dennhardt	Papier, Steiner, Hohmann-Dennhardt	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2004/08/rk20040831_1bvr028501.html;jsessionid=F4F9565F5A0F9FB891F0E91FA2F4BE84.2_cid392
625	625	1BvR935/98	03.06.1998	1	NA	1	 Vizepräsidenten Papier die Richter Grimm Hömig  	Papier, Grimm, Hömig	Papier, Grimm, Hömig	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1998/06/rk19980603_1bvr093598.html;jsessionid=532AFF6F2B05A8827DAD097C95C82A8A.2_cid370
626	626	2BvR520/07	08.07.2010	2	2	2	 die Richter Broß Di Fabio Landau  	Broß, Di Fabio, Landau	Broß, DiFabio, Landau	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/07/rk20100708_2bvr052007.html;jsessionid=20AA0549C27CCCA78ADE9C80AC423593.2_cid383
627	627	1BvR565/06	13.06.2006	1	1	1	 den Präsidenten Papier die Richterin Hohmann-Dennhardt den Richter Hoffmann-Riem  	Papier, Hohmann-Dennhardt, Hoffmann-Riem	Papier, Hohmann-Dennhardt, Hoffmann-Riem	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2006/06/rk20060613_1bvr056506.html;jsessionid=7E3E3B40FBFB39BBD975EA8B5FA772CC.2_cid383
628	628	1BvR1530/15	02.11.2015	1	2	2	 die Richter Gaier   Schluckebier   Paulus  	Gaier, Schluckebier, Paulus	Gaier, Schluckebier, Paulus	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2015/11/rk20151102_1bvr153015.html;jsessionid=3B55F96435441F51BC55533FF871B04A.2_cid393
629	629	1BvR133/00	04.07.2003	1	2	2	 die Richterin Jaeger die Richter Hömig Bryde  	Jaeger, Hömig, Bryde	Jaeger, Hömig, Bryde, 	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2003/07/rk20030704_1bvr013300.html;jsessionid=4D8380ED626DBC8903490266262E2375.2_cid383
630	630	2BvF2/982BvF3/982BvF1/992BvF2/99	06.07.1999	2	NA	NA	 Präsidentin Limbach Sommer Jentsch Hassemer Broß Osterloh  	Limbach, Sommer, Jentsch, Hassemer, Broß, Osterloh	Limbach, Sommer, Jentsch, Hassemer, Broß, Osterloh	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1999/07/fs19990706_2bvf000298.html;jsessionid=E094AF042ADE9E9B898A0B2571270202.2_cid361
631	631	2BvR2240/04	22.05.2009	2	1	1	 die Richterin Osterloh die Richter Mellinghoff Gerhardt  	Osterloh, Mellinghoff, Gerhardt	Osterloh, Mellinghoff, Gerhardt	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2009/05/rk20090522_2bvr224004.html;jsessionid=685EAED66EF94CC867571514F3A1EA8C.2_cid361
632	632	2BvR157/06	28.02.2006	2	2	2	 den Richter Broß die Richterin Lübbe-Wolff den Richter Gerhardt  	Broß, Lübbe-Wolff, Gerhardt	Broß, Lübbe-Wolff, Gerhardt	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2006/02/rk20060228_2bvr015706.html;jsessionid=96A5AF3C78AD4C2BB489878A0B2C2E98.2_cid361
633	633	2BvR1866/03	04.03.2008	2	3	3	 den Richter Broß die Richterin Osterloh den Richter Mellinghoff  	Broß, Osterloh, Mellinghoff	Broß, Osterloh, Mellinghoff	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2008/03/rk20080304_2bvr186603.html;jsessionid=DB8970A9C4B6F61CC9D824E5451AA51C.2_cid392
634	634	1BvR2853/10	08.06.2012	1	3	3	 den Vizepräsidenten Kirchhof den Richter Schluckebier die Richterin Baer  	Kirchhof, Schluckebier, Baer	Kirchhof, Schluckebier, Baer	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/06/rk20120608_1bvr285310.html;jsessionid=2273AB988E04EE38416C7D0B8243408F.2_cid383
635	635	1BvR2492/15	10.03.2016	1	3	3	 den Vizepräsidenten Kirchhof   den Richter Masing   die Richterin Baer  	Kirchhof, Masing, Baer	Kirchhof, Masing, Baer	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2016/03/rk20160310_1bvr249215.html;jsessionid=2892E6896B883D815B2969A89E4CE0F5.2_cid393
636	636	1BvR1000/98	25.02.2004	1	3	3	 den Präsidenten Papier den Richter Steiner die Richterin Hohmann-Dennhardt  	Papier, Steiner, Hohmann-Dennhardt	Papier, Steiner, Hohmann-Dennhardt	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2004/02/rk20040225_1bvr100098.html;jsessionid=FA8427CAE5D3130A374CE1C6ED7EA553.2_cid361
637	637	1BvR121/111BvR1295/11	17.01.2013	1	2	2	 die Richter Gaier Schluckebier Paulus  	Gaier, Schluckebier, Paulus	Gaier, Schluckebier, Paulus	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2013/01/rk20130117_1bvr012111.html;jsessionid=A79B381ACB729113C01B72413E110FA1.2_cid383
638	638	1BvR1450/00	20.02.2002	1	1	1	 den Vizepräsidenten Papier die Richter Steiner Hoffmann-Riem  	Papier, Steiner, Hoffmann-Riem	Papier, Steiner, Hoffmann-Riem	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2002/02/rk20020220_1bvr145000.html;jsessionid=348A165B83F1652014BEE798C6AB3E2F.2_cid370
639	639	2BvR1144/01	20.09.2001	2	1	1	 Sommer Broß Mellinghoff  	Sommer, Broß, Mellinghoff	Sommer, Broß, Mellinghoff	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2001/09/rk20010920_2bvr114401.html;jsessionid=1F7F65780DFBA22CEEDFCBFEFFD0FC9E.2_cid392
640	640	2BvG2/95	20.01.1999	2	NA	NA	 Präsidentin Limbach Kirchhof Winter Sommer Jentsch Hassemer Broß Osterloh  	Limbach, Kirchhof, Winter, Sommer, Jentsch, Hassemer, Broß, Osterloh	Limbach, Kirchhof, Winter, Sommer, Jentsch, Hassemer, Broß, Osterloh	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1999/01/gs19990120_2bvg000295.html;jsessionid=A28F732114353FFE42C51E2F8B1A9F45.2_cid392
641	641	1BvR1292/15	29.09.2015	1	1	1	 den Vizepräsidenten Kirchhof   den Richter Eichberger   die Richterin Britz  	Kirchhof, Eichberger, Britz	Kirchhof, Eichberger, Britz	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2015/09/rk20150929_1bvr129215.html;jsessionid=DA3972C577072AFF46CBD3C6B3A39218.2_cid393
642	642	2BvQ25/05	02.09.2005	2	1	NA	 Jentsch Broß die Richterin Lübbe-Wolff  	Jentsch, Broß, Lübbe-Wolff	Jentsch, Broß, Lübbe-Wolff, 	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2005/09/qk20050902_2bvq002505.html;jsessionid=B0D5A2BDB7BAA98A9362AEE213BE6BB3.2_cid370
643	643	1BvR2275/07	16.09.2009	1	3	3	 den Präsidenten Papier die Richter Bryde Schluckebier  	Papier, Bryde, Schluckebier	Papier, Bryde, Schluckebier	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2009/09/rk20090916_1bvr227507.html;jsessionid=7F8B1CCF8543D42DEDA0D7040CF764BF.2_cid361
644	644	1BvR1847/05	03.05.2007	1	3	NA	 den Präsidenten Papier die Richter Steiner Gaier  	Papier, Steiner, Gaier	Papier, Steiner, Gaier	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2007/05/rk20070503_1bvr184705.html;jsessionid=C12B32632708952A7F5102F6EACBCDD9.2_cid393
645	645	1BvR1362/98	11.08.1998	1	1	1	 Vizepräsidenten Papier die Richter Grimm Hömig  	Papier, Grimm, Hömig	Papier, Grimm, Hömig	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1998/08/rk19980811_1bvr136298.html;jsessionid=15F3340EB6D573E2781A336C8538FF69.2_cid394
646	646	2BvC1/112BvC2/11	22.11.2012	2	NA	NA	 Präsident Voßkuhle Lübbe-Wolff Gerhardt Landau Huber Hermanns Müller Kessal-Wulf  	Voßkuhle, Lübbe-Wolff, Gerhardt, Landau, Huber, Hermanns, Müller, Kessal-Wulf	Voßkuhle, Lübbe-Wolff, Gerhardt, Landau, Huber, Hermanns, Müller, Kessal-Wulf, 	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/11/cs20121122_2bvc000111.html;jsessionid=C10858FD3AACDD67EEE3691B365E175A.2_cid370
647	647	2BvR1761/01	04.06.2002	2	3	3	 den Vizepräsidenten Hassemer die Richterin Osterloh den Richter Mellinghoff  	Hassemer, Osterloh, Mellinghoff	Hassemer, Osterloh, Mellinghoff	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2002/06/rk20020604_2bvr176101.html;jsessionid=7BD368DADBB9F0F3BEEDA1BB10D2717E.2_cid393
648	648	2BvR828/01	06.06.2001	2	3	3	 die Richterin Präsidentin Limbach die Richter Hassemer Mellinghoff  	Limbach, Hassemer, Mellinghoff	Limbach, Hassemer, Mellinghoff	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2001/06/rk20010606_2bvr082801.html;jsessionid=776EFCE80ED77AD6FD924C29EC35C289.2_cid394
649	649	2BvR27/04	08.03.2004	2	3	NA	 den Vizepräsidenten Hassemer die Richterin Osterloh den Richter Mellinghoff  	Hassemer, Osterloh, Mellinghoff	Hassemer, Osterloh, Mellinghoff	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2004/03/rk20040308_2bvr002704.html;jsessionid=DCDDC4801AA81DD5B61D5B6250672406.2_cid361
650	650	1BvR2748/06	14.03.2007	1	2	2	 die Richter Bryde Eichberger Schluckebier  	Bryde, Eichberger, Schluckebier	Bryde, Eichberger, Schluckebier	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2007/03/rk20070314_1bvr274806.html;jsessionid=5DC23230CE81D8850146F89A53CECA08.2_cid370
651	651	2BvR565/98	19.11.1999	2	3	3	 Präsidentin Limbach die Richter Kirchhof Jentsch  	Limbach, Kirchhof, Jentsch	Limbach, Kirchhof, Jentsch	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1999/11/rk19991119_2bvr056598.html;jsessionid=8252ED6DFBC317F6E5E16E1A7B9D8ED0.2_cid394
652	652	1BvR995/06	04.05.2009	1	3	3	 den Präsidenten Papier die Richter Bryde Schluckebier  	Papier, Bryde, Schluckebier	Papier, Bryde, Schluckebier	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2009/05/rk20090504_1bvr099506.html;jsessionid=0C34421F5C63D7292FDEA2E558C36CC3.2_cid370
653	653	2BvR1317/05	05.07.2006	2	1	NA	 den Vizepräsidenten Hassemer die Richter Di Fabio Landau  	Hassemer, Di Fabio, Landau	Hassemer, DiFabio, Landau	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2006/07/rk20060705_2bvr131705.html;jsessionid=924CDFE3F3F298E22C6545F955264B07.2_cid370
654	654	2BvR879/03	01.12.2003	2	1	NA	 Broß Di Fabio Gerhardt  	Broß, Di Fabio, Gerhardt	Broß, DiFabio, Gerhardt	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2003/12/rk20031201_2bvr087903.html;jsessionid=AA54BF0A16911399B091367D826E4536.2_cid392
655	655	1BvR240/98	29.05.2006	1	1	1	 den Präsidenten Papier die Richterin Hohmann-Dennhardt den Richter Hoffmann-Riem  	Papier, Hohmann-Dennhardt, Hoffmann-Riem	Papier, Hohmann-Dennhardt, Hoffmann-Riem	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2006/05/rk20060529_1bvr024098.html;jsessionid=7878FDF26DB470C02C114424902F5A4B.2_cid392
656	656	2BvR300/06	19.04.2006	2	3	NA	 den Richter Broß die Richterin Osterloh den Richter Mellinghoff  	Broß, Osterloh, Mellinghoff	Broß, Osterloh, Mellinghoff	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2006/04/rk20060419_2bvr030006.html;jsessionid=825A88EC74D740676BA35D54BCA78672.2_cid383
657	657	1BvR1987/07	21.02.2008	1	3	3	 den Präsidenten Papier die Richter Bryde Schluckebier  	Papier, Bryde, Schluckebier	Papier, Bryde, Schluckebier	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2008/02/rk20080221_1bvr198707.html;jsessionid=5F4CE7269BD37D28D8BBDA844C113EDE.2_cid383
658	658	1BvR702/03	03.06.2003	1	2	NA	 die Richterin Jaeger die Richter Hömig Bryde  	Jaeger, Hömig, Bryde	Jaeger, Hömig, Bryde	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2003/06/rk20030603_1bvr070203.html;jsessionid=20E841E8E800DF1C20E913A02964220F.2_cid361
659	659	2BvR1027/02	12.04.2005	2	NA	NA	 Vizepräsident Hassemer Jentsch Broß Osterloh Di Fabio Mellinghoff Lübbe-Wolff Gerhardt  	Hassemer, Jentsch, Broß, Osterloh, Di Fabio, Mellinghoff, Lübbe-Wolff, Gerhardt	Hassemer, Jentsch, Broß, Osterloh, DiFabio, Mellinghoff, Lübbe-Wolff, Gerhardt	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2005/04/rs20050412_2bvr102702.html;jsessionid=2BA30A008D91FB9617E3BAE2D32CC1AB.2_cid361
660	660	1BvR227/08	25.06.2009	1	2	2	 die Richterin Hohmann-Dennhardt die Richter Gaier Kirchhof  	Hohmann-Dennhardt, Gaier, Kirchhof	Hohmann-Dennhardt, Gaier, Kirchhof	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2009/06/rk20090625_1bvr022708.html;jsessionid=0D82A334594A141CBB8867ACC299B042.2_cid393
661	661	1BvR698/031BvR699/031BvR700/031BvR701/03	04.08.2004	1	3	3	 den Präsidenten Papier den Richter Steiner die Richterin Hohmann-Dennhardt  	Papier, Steiner, Hohmann-Dennhardt	Papier, Steiner, Hohmann-Dennhardt	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2004/08/rk20040804_1bvr069803.html;jsessionid=DC786FF2B03E89C7D551440CD235C8EF.2_cid393
662	662	1BvR1243/04	10.03.2008	1	2	2	 die Richterin Hohmann-Dennhardt die Richter Gaier Kirchhof  	Hohmann-Dennhardt, Gaier, Kirchhof	Hohmann-Dennhardt, Gaier, Kirchhof	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2008/03/rk20080310_1bvr124304.html;jsessionid=3AC32E7C0164A060F7C6739E18516DB9.2_cid383
663	663	1BvR1819/11	09.01.2012	1	1	1	 den Vizepräsidenten Kirchhof die Richter Eichberger Masing  	Kirchhof, Eichberger, Masing	Kirchhof, Eichberger, Masing	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/01/rk20120109_1bvr181911.html;jsessionid=33F08953B54061EF6AFA1FC9FB264A43.2_cid393
664	664	1BvR1646/97	11.04.2001	1	3	3	 den Vizepräsidenten Papier die Richterinnen Haas Hohmann-Dennhardt  	Papier, Haas, Hohmann-Dennhardt	Papier, Haas, Hohmann-Dennhardt	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2001/04/rk20010411_1bvr164697.html;jsessionid=91560C047741D94139EEE82A857BE86E.2_cid383
665	665	1BvR619/02	03.02.2003	1	1	1	 den Präsidenten Papier die Richterin Haas den Richter Hoffmann-Riem  	Papier, Haas, Hoffmann-Riem	Papier, Haas, Hoffmann-Riem	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2003/02/rk20030203_1bvr061902.html;jsessionid=C3AFB06AEFD5EC797F45B0D522DB6A85.2_cid361
666	666	1BvR349/09	08.06.2012	1	3	3	 den Vizepräsidenten Kirchhof den Richter Schluckebier die Richterin Baer  	Kirchhof, Schluckebier, Baer	Kirchhof, Schluckebier, Baer	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/06/rk20120608_1bvr034909.html;jsessionid=2273AB988E04EE38416C7D0B8243408F.2_cid383
667	667	2BvR588/98	14.10.1998	2	3	3	 Präsidentin Limbach die Richterin Graßhof den Richter Kirchhof  	Limbach, Graßhof, Kirchhof	Limbach, Graßhof, Kirchhof	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1998/10/rk19981014_2bvr058898.html;jsessionid=9231227D3AA9A1E31A3B4FFAFFF9705B.2_cid394
668	668	1BvR1432/10	07.04.2015	1	2	2	 die Richter Gaier   Schluckebier   Paulus  	Gaier, Schluckebier, Paulus	Gaier, Schluckebier, Paulus	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2015/04/rk20150407_1bvr143210.html;jsessionid=3624D6FB5F6354705FF6630AC3CB6901.2_cid394
669	669	2BvR1113/10	24.08.2010	2	2	2	 die Richter Broß Di Fabio Landau  	Broß, Di Fabio, Landau	Broß, DiFabio, Landau	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/08/rk20100824_2bvr111310.html;jsessionid=548B5F2EECDE91B2B75576D89CD5BE75.2_cid392
670	670	2BvR1043/08	02.06.2008	2	2	2	 die Richter Broß Di Fabio Landau  	Broß, Di Fabio, Landau	Broß, DiFabio, Landau	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2008/06/rk20080602_2bvr104308.html;jsessionid=96492DCBBDC60E38E7B8BB438F05BA75.2_cid370
671	671	2BvR153/99	18.02.1999	2	2	2	 Präsidentin Limbach die Richter Winter Hassemer  	Limbach, Winter, Hassemer	Limbach, Winter, Hassemer	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1999/02/rk19990218_2bvr015399.html;jsessionid=3C0D9CF7B6FCB3DA6AA735BD0ABAC216.2_cid370
